object_type,altitude_km,inclination_deg,eccentricity,mass_kg,area_m2,drag_coeff,mean_motion,solar_activity,decay_time_days
Debris,1058.76,94.73,0.0095,1477.87,8.581,2.12,12.193,High,4000.0
Active,948.36,43.46,0.0313,1250.8,17.398,2.41,11.996,Low,4000.0
Debris,639.21,31.46,0.0169,1972.78,8.985,2.45,13.481,High,4000.0
Debris,810.55,51.56,0.0106,1067.65,19.585,1.82,15.501,Medium,4000.0
Debris,360.37,67.4,0.0157,227.1,19.197,1.84,12.612,High,542.0
Active,873.65,26.8,0.009,1656.72,6.589,2.47,14.26,Low,4000.0
Active,379.25,72.17,0.0451,504.45,17.72,1.99,14.541,Medium,859.2
Debris,893.95,5.06,0.0199,1554.83,16.954,2.41,14.893,Medium,4000.0
Active,429.6,4.83,0.0123,1914.26,4.222,2.07,13.82,Medium,4000.0
Active,317.55,37.86,0.0225,1393.89,12.49,1.88,13.012,Medium,2830.3
Debris,365.28,34.64,0.0161,1192.46,1.463,1.86,15.835,Medium,4000.0
Debris,201.99,30.93,0.0372,921.31,16.736,1.91,14.057,High,1144.7
Active,918.74,48.12,0.0486,729.46,3.499,1.97,14.643,Low,4000.0
Debris,932.4,31.43,0.022,706.66,1.426,2.14,12.725,Low,4000.0
Debris,714.93,18.84,0.0431,1273.11,8.01,2.29,14.35,Medium,4000.0
Debris,361.36,30.33,0.0283,1502.79,11.543,2.49,12.289,Medium,2949.0
Active,283.55,95.54,0.0079,1357.36,17.1,2.11,12.225,Medium,1548.1
Active,219.13,40.29,0.0346,397.62,19.485,2.16,14.574,Medium,278.1
Active,365.75,43.58,0.0257,988.48,8.795,2.17,13.607,High,4000.0
Debris,1090.86,56.5,0.0326,1583.49,1.218,2.18,14.416,Medium,4000.0
Active,441.54,96.37,0.0445,951.93,14.985,2.16,12.347,Low,1614.3
Active,554.27,23.68,0.0221,1073.71,11.308,1.81,13.994,Low,3869.8
Debris,305.35,66.77,0.0451,1542.5,8.963,1.8,13.22,High,4000.0
Active,422.36,70.17,0.0376,1322.87,6.192,1.87,13.985,Medium,4000.0
Debris,719.22,59.52,0.0245,819.28,10.053,1.87,12.454,High,4000.0
Debris,807.75,8.68,0.0302,1790.93,6.78,2.29,14.577,Low,4000.0
Debris,445.35,66.33,0.0163,325.97,15.143,1.94,15.03,Medium,821.2
Debris,257.73,6.28,0.0492,1991.04,10.882,2.43,12.3,Medium,2736.8
Debris,591.03,58.42,0.0334,238.59,17.538,2.45,12.503,Low,445.3
Debris,434.2,72.48,0.0023,30.88,10.875,2.48,14.306,Medium,82.0
Debris,419.55,20.68,0.0164,1780.15,4.773,2.46,14.478,Medium,4000.0
Active,1159.86,82.48,0.0312,490.66,17.023,1.99,14.52,Medium,3720.4
Debris,816.3,2.97,0.0029,1459.67,11.149,2.16,14.413,High,4000.0
Debris,756.88,82.69,0.0013,1622.22,4.145,1.92,12.964,High,4000.0
Debris,615.78,45.11,0.0226,1718.11,12.474,2.36,12.974,High,4000.0
Active,628.94,21.32,0.0167,1983.2,7.161,2.42,12.274,High,4000.0
Debris,740.91,13.11,0.022,588.79,16.89,2.4,11.784,Medium,2083.5
Debris,896.43,93.42,0.0132,1420.78,9.071,2.1,14.463,Low,4000.0
Active,902.15,7.12,0.0083,231.68,14.532,2.33,11.466,High,1901.6
Debris,371.69,19.51,0.0345,814.21,1.92,1.87,15.689,Medium,4000.0
Debris,700.11,34.09,0.0258,1696.1,7.927,1.83,15.133,Low,4000.0
Debris,611.96,60.78,0.0101,735.95,19.665,2.33,15.288,Medium,1796.8
Active,1070.53,53.39,0.016,1182.6,16.171,2.1,15.533,Low,4000.0
Debris,831.42,12.31,0.0296,1008.04,3.207,2.5,13.043,Medium,4000.0
Active,732.5,28.39,0.0037,1292.26,5.563,1.87,15.234,Low,4000.0
Debris,315.39,23.4,0.0075,1945.82,6.603,2.4,11.79,Low,4000.0
Active,805.64,20.93,0.0038,112.42,13.011,2.14,11.108,High,968.6
Active,317.2,40.29,0.0406,1148.35,15.142,2.38,14.924,Medium,1517.1
Active,537.21,69.0,0.0376,1726.19,14.993,2.37,11.374,Medium,4000.0
Debris,342.84,21.31,0.0377,963.28,10.202,2.44,15.943,Medium,2038.3
Active,892.07,35.93,0.0358,157.98,16.218,2.01,14.374,High,1327.4
Debris,406.25,38.31,0.0335,1121.52,8.747,2.46,14.767,Medium,3423.0
Debris,591.86,95.69,0.0239,664.82,2.486,1.91,12.229,Medium,4000.0
Debris,1095.67,93.56,0.0321,310.73,11.293,1.86,14.369,High,4000.0
Active,404.32,78.41,0.002,1698.22,19.047,2.1,11.216,Low,2078.4
Active,707.81,23.68,0.0311,1043.68,15.862,2.38,15.189,High,4000.0
Active,619.27,6.67,0.0389,1866.62,11.578,2.13,11.848,Medium,4000.0
Debris,218.12,31.06,0.0251,1612.23,12.94,2.38,14.487,Medium,1531.8
Debris,992.76,26.15,0.0179,1386.25,18.612,2.31,12.122,Low,4000.0
Active,269.05,49.58,0.0139,11.05,8.573,1.95,11.342,Medium,25.4
Debris,674.26,76.22,0.0322,856.22,6.635,2.46,13.407,Medium,4000.0
Debris,760.68,84.12,0.0347,395.78,19.545,1.84,11.846,High,2450.3
Debris,828.43,82.8,0.0436,1821.69,17.27,2.43,14.647,High,4000.0
Debris,888.63,35.25,0.0172,349.99,6.468,2.01,12.188,High,4000.0
Debris,453.27,67.35,0.0385,572.83,9.281,2.15,12.712,Low,1630.4
Debris,209.98,30.66,0.0281,1034.16,8.307,2.1,13.837,High,2476.4
Debris,923.44,5.97,0.0442,527.46,2.99,1.92,12.425,Medium,4000.0
Debris,735.66,68.75,0.0264,420.52,19.157,2.05,12.89,High,2282.7
Active,1036.12,0.96,0.0259,1198.6,8.092,1.94,15.078,Low,4000.0
Debris,1021.39,40.1,0.0289,178.77,17.508,1.94,11.896,Medium,1146.0
Debris,1043.33,32.28,0.0375,117.28,3.795,1.93,11.411,High,4000.0
Debris,685.09,67.95,0.0482,745.12,10.962,2.14,12.642,High,4000.0
Debris,533.63,75.09,0.0038,1441.61,0.489,2.36,13.122,Medium,4000.0
Active,991.56,29.8,0.0028,1110.06,15.287,2.2,13.713,Medium,4000.0
Active,651.29,79.54,0.0469,846.33,11.622,2.43,12.862,Low,2726.4
Debris,383.44,28.8,0.0265,1131.94,12.516,2.25,14.95,Medium,2448.8
Debris,1054.97,43.74,0.0308,731.54,1.044,2.28,11.197,Medium,4000.0
Active,1082.56,71.25,0.0242,1872.36,4.229,2.27,13.159,Low,4000.0
Active,666.31,67.91,0.0048,110.75,1.496,2.11,12.911,Low,3288.1
Debris,275.7,96.76,0.0384,1347.11,5.785,2.28,14.238,Low,3039.2
Debris,587.83,22.07,0.0374,1782.67,12.553,1.85,15.831,Medium,4000.0
Debris,1003.54,64.91,0.0157,1607.97,11.328,2.4,13.552,Low,4000.0
Active,1101.77,59.75,0.0154,368.9,12.247,2.34,15.934,Medium,3092.8
Debris,403.47,89.68,0.0419,592.56,10.99,1.97,12.511,Low,1336.1
Active,266.97,15.32,0.0037,1434.38,5.468,2.34,11.154,Medium,4000.0
Debris,1077.35,73.68,0.0441,169.46,4.898,1.81,11.828,Medium,4000.0
Debris,589.4,55.69,0.0129,1623.91,2.75,1.95,12.976,Medium,4000.0
Debris,741.76,26.92,0.0297,1438.09,16.983,1.85,12.582,Medium,4000.0
Debris,1168.07,46.49,0.0468,1459.48,12.333,2.35,11.485,Medium,4000.0
Debris,266.56,32.71,0.0339,201.38,3.738,2.33,13.163,Low,658.5
Debris,848.32,56.77,0.0208,1435.8,3.552,2.37,12.691,High,4000.0
Debris,274.11,87.12,0.0345,1359.96,17.462,1.8,11.613,Low,1277.9
Active,575.47,55.79,0.0173,1662.01,14.857,2.15,12.481,Low,4000.0
Debris,1003.81,61.91,0.0139,84.15,13.191,2.29,15.432,Medium,593.0
Debris,633.47,50.84,0.0498,47.2,8.143,1.91,12.51,Low,266.3
Active,1197.18,5.01,0.0376,746.64,5.247,2.25,14.57,High,4000.0
Active,759.06,22.82,0.0323,298.43,19.589,1.86,14.06,Low,909.3
Active,521.16,48.22,0.0178,1117.21,15.947,1.93,13.136,Medium,3295.6
Active,420.11,30.4,0.0026,1834.78,6.043,2.13,12.195,Low,4000.0
Debris,550.52,17.81,0.0016,783.57,16.953,2.26,12.845,Low,1495.4
Debris,572.53,49.41,0.0278,1690.06,15.181,1.9,13.961,Low,4000.0
Active,268.71,31.64,0.0381,1.48,5.949,1.93,12.754,High,10.0
Debris,569.57,25.29,0.0269,337.86,8.537,1.94,12.074,High,3118.2
Debris,664.24,45.47,0.0421,61.82,3.727,1.97,11.582,Medium,1047.8
Active,922.74,13.06,0.0018,656.97,2.23,1.96,15.399,High,4000.0
Debris,856.73,90.92,0.0184,1816.47,14.458,2.08,13.202,Medium,4000.0
Debris,908.77,85.03,0.0119,194.81,5.358,2.26,14.126,High,4000.0
Debris,208.36,69.35,0.0224,1213.21,16.403,2.11,13.452,High,1449.6
Debris,417.67,10.41,0.0037,903.54,19.912,2.34,15.363,Low,990.2
Debris,861.68,76.04,0.0477,1877.0,1.542,2.3,13.735,Medium,4000.0
Debris,683.99,79.18,0.0112,245.92,9.466,1.89,13.404,Medium,1777.0
Active,205.31,75.24,0.0461,424.84,16.043,1.83,15.623,Low,293.5
Debris,1004.49,11.17,0.0214,60.05,15.781,2.41,14.598,Low,252.3
Debris,972.81,63.1,0.0493,868.44,15.202,1.86,11.558,High,4000.0
Active,748.42,81.76,0.0277,556.39,6.986,1.9,11.889,High,4000.0
Active,266.46,56.58,0.0465,1739.94,9.083,1.82,14.936,Medium,3995.1
Active,966.52,63.35,0.0004,1210.28,11.903,2.24,15.179,High,4000.0
Active,783.71,44.92,0.0374,1228.57,19.479,2.21,13.726,High,4000.0
Debris,981.96,51.81,0.0452,1064.29,6.558,2.49,13.772,Low,4000.0
Debris,951.75,3.37,0.0071,184.61,18.464,2.42,14.16,Low,615.5
Debris,1003.0,62.62,0.0049,890.59,5.394,2.09,13.196,Low,4000.0
Debris,718.01,7.98,0.0213,1999.01,19.782,2.06,14.401,Low,4000.0
Debris,340.32,42.63,0.0467,1670.62,13.409,2.01,11.542,Low,2425.3
Debris,871.16,28.68,0.0272,1787.02,9.276,1.91,15.806,Medium,4000.0
Active,820.47,53.45,0.0264,1646.63,12.272,1.9,14.751,High,4000.0
Debris,942.25,13.07,0.0071,206.98,5.458,1.89,14.156,High,4000.0
Debris,369.88,67.78,0.0001,455.67,5.491,1.88,12.582,Medium,2566.2
Debris,394.98,77.91,0.0405,7.24,2.28,1.97,11.805,High,153.1
Debris,1090.41,16.01,0.0045,607.72,2.29,2.01,13.047,Medium,4000.0
Debris,949.98,10.22,0.0317,218.11,6.96,2.47,14.308,High,3771.0
Active,1108.23,14.26,0.0457,946.11,15.259,2.2,14.169,Medium,4000.0
Debris,958.72,85.96,0.0105,1354.58,12.163,2.49,12.913,Low,4000.0
Debris,797.16,51.76,0.0333,1749.14,2.061,2.06,14.066,High,4000.0
Debris,854.13,45.79,0.004,1498.69,17.046,2.12,15.069,Low,4000.0
Active,1089.13,10.46,0.0302,1877.23,12.031,2.03,11.131,Medium,4000.0
Debris,778.81,63.66,0.0083,108.74,19.218,1.93,13.253,Low,336.5
Debris,832.39,85.06,0.0368,25.35,13.407,1.9,14.793,Medium,166.1
Debris,356.48,81.16,0.0151,1323.01,3.512,2.46,13.731,High,4000.0
Debris,673.92,61.35,0.0232,579.42,9.481,2.49,14.257,Low,2334.3
Active,916.4,7.38,0.03,507.75,12.973,1.83,13.583,High,4000.0
Active,470.94,11.01,0.0086,662.44,0.575,1.91,15.959,Low,4000.0
Debris,402.25,4.83,0.0371,540.32,0.308,2.1,11.273,Low,4000.0
Active,513.83,25.23,0.0152,1023.36,2.597,1.93,13.455,Low,4000.0
Active,441.5,13.29,0.0332,880.86,5.041,2.05,11.457,Medium,4000.0
Active,414.91,25.48,0.008,1025.34,8.597,1.89,11.799,Low,3194.7
Active,624.85,37.74,0.0344,1345.75,9.754,2.12,12.915,Medium,4000.0
Debris,1107.84,92.41,0.0065,774.87,2.769,1.99,11.778,Low,4000.0
Debris,707.06,59.82,0.0213,503.36,13.471,2.05,15.818,Low,1845.2
Debris,387.92,81.83,0.0124,333.23,11.927,1.87,15.734,Medium,924.1
Active,276.97,69.61,0.0374,699.6,5.896,2.1,12.681,Low,1691.5
Debris,896.16,11.03,0.0132,1483.87,0.283,2.49,14.199,Low,4000.0
Active,582.8,72.12,0.0441,1513.65,1.562,2.03,13.669,Low,4000.0
Active,1021.83,26.96,0.0446,1334.14,7.84,2.41,15.078,Medium,4000.0
Debris,859.51,62.63,0.0099,468.82,3.088,2.39,14.137,Medium,4000.0
Active,996.24,33.41,0.0307,1176.58,7.543,2.47,11.001,Low,4000.0
Debris,471.95,97.77,0.0045,1141.81,12.567,2.35,14.816,Low,2314.1
Debris,892.36,25.83,0.0196,969.05,10.949,2.26,14.734,Medium,4000.0
Active,464.06,27.35,0.0357,1100.41,4.631,2.4,13.549,Low,4000.0
Debris,1139.07,91.21,0.033,984.09,6.883,1.85,15.515,High,4000.0
Active,836.37,2.42,0.0313,1131.35,12.284,2.12,15.542,Medium,4000.0
Active,524.51,68.28,0.0142,1431.3,17.218,2.49,13.62,Medium,3056.3
Debris,469.51,71.08,0.019,220.15,15.067,2.34,14.04,Low,371.2
Debris,390.93,81.97,0.0052,1499.5,11.072,2.47,15.983,Medium,3425.5
Debris,894.64,95.5,0.036,272.64,7.252,2.35,12.494,High,4000.0
Debris,418.72,95.61,0.0252,134.19,7.307,2.41,12.623,Medium,520.5
Active,795.3,6.4,0.0355,1952.18,17.59,2.29,11.914,Medium,4000.0
Debris,464.64,80.54,0.0125,1914.03,0.794,2.33,15.479,Medium,4000.0
Debris,861.97,63.34,0.0163,121.81,19.76,2.17,14.722,Medium,496.1
Debris,1014.94,63.44,0.0168,887.06,13.291,2.45,11.528,Low,4000.0
Debris,978.03,12.58,0.0014,373.3,13.626,2.38,15.909,Medium,2368.9
Active,960.85,63.72,0.0171,971.2,0.77,2.39,14.655,Low,4000.0
Debris,387.72,96.28,0.0402,1660.52,12.115,2.27,15.253,Medium,3732.0
Active,288.38,89.36,0.0449,1901.27,9.701,2.01,11.241,High,4000.0
Debris,898.95,43.03,0.026,1268.87,2.125,1.82,13.525,High,4000.0
Active,568.35,3.91,0.0228,708.46,5.566,2.45,14.493,Medium,4000.0
Debris,632.35,35.5,0.0016,1207.05,17.807,2.21,13.715,Low,2685.4
Debris,231.15,80.99,0.044,624.69,11.004,2.01,14.333,Low,668.4
Active,459.58,68.75,0.0007,1819.74,8.274,1.9,15.089,Medium,4000.0
Debris,233.68,45.02,0.0472,1740.93,1.463,2.38,12.872,High,4000.0
Active,1079.19,5.4,0.0245,1116.91,14.285,2.39,15.243,Medium,4000.0
Debris,443.4,41.84,0.0172,650.27,14.06,2.37,11.815,Low,1077.0
Debris,757.34,45.96,0.0462,587.49,12.285,2.25,12.354,High,4000.0
Debris,238.98,91.0,0.0013,67.8,10.21,2.06,11.217,High,159.3
Active,866.85,62.83,0.0291,1631.83,8.681,2.01,12.822,Medium,4000.0
Debris,523.03,30.54,0.0275,901.32,11.869,1.81,12.9,Medium,3826.8
Debris,1097.92,51.48,0.011,650.94,4.676,2.38,15.026,Medium,4000.0
Debris,1088.12,6.47,0.0215,942.75,18.826,1.86,14.266,Medium,4000.0
Debris,525.29,95.31,0.0326,1637.66,11.78,2.24,13.184,High,4000.0
Debris,1100.96,35.29,0.0364,250.1,6.231,2.15,14.261,Low,3360.9
Active,1196.16,46.83,0.0001,1715.45,8.999,2.17,11.264,Medium,4000.0
Active,1025.42,34.82,0.0468,1795.12,16.116,2.45,11.901,Medium,4000.0
Active,1044.87,66.89,0.0083,1893.47,3.241,1.82,14.135,High,4000.0
Active,449.01,64.9,0.0118,795.58,5.864,2.34,14.207,High,4000.0
Debris,776.7,70.1,0.0132,435.06,13.593,1.84,14.871,High,3979.3
Active,267.26,26.28,0.002,747.91,6.317,1.83,13.015,Medium,2465.3
Debris,294.92,30.94,0.0062,666.49,15.852,2.1,14.613,High,1300.7
Debris,1198.89,12.27,0.0493,353.13,2.618,1.84,14.42,Medium,4000.0
Debris,526.64,64.24,0.0158,1214.93,15.256,2.35,15.817,Medium,3118.7
Debris,948.18,3.9,0.0059,953.77,1.376,2.17,12.076,Low,4000.0
Active,1006.67,58.57,0.0054,1731.54,0.262,1.82,13.758,High,4000.0
Debris,1058.02,85.23,0.036,65.19,17.965,1.83,14.009,High,678.0
Debris,1197.63,87.3,0.0427,1288.09,11.631,2.23,15.993,Low,4000.0
Debris,441.5,44.01,0.0129,1526.13,7.043,2.36,12.006,Low,4000.0
Active,240.35,45.01,0.0011,1519.21,4.66,2.11,13.616,High,4000.0
Debris,611.19,7.54,0.0112,1772.26,12.342,2.19,12.731,Medium,4000.0
Debris,330.08,65.73,0.0029,1458.34,10.185,2.36,13.629,High,4000.0
Debris,222.43,80.48,0.0053,1855.69,19.832,2.23,12.161,Low,944.5
Active,560.43,23.98,0.0216,665.98,19.664,1.96,11.238,Low,1293.1
Debris,983.74,41.29,0.0116,1006.92,12.704,2.23,13.863,Medium,4000.0
Debris,766.18,82.21,0.0258,29.15,8.863,2.24,12.679,Low,165.0
Debris,512.78,85.96,0.0127,14.91,9.828,2.31,11.91,Low,43.8
Debris,854.34,23.83,0.047,481.01,13.653,2.23,12.62,Low,2045.4
Debris,432.02,53.96,0.0453,202.51,2.04,2.48,11.246,Low,2135.7
Debris,214.38,18.86,0.0284,521.16,6.574,1.94,15.752,Low,876.8
Active,964.35,9.98,0.0178,354.91,1.515,2.47,13.906,High,4000.0
Debris,823.74,89.29,0.0191,58.01,1.476,2.18,15.074,Low,2226.0
Debris,962.3,80.41,0.0207,1818.7,3.925,2.27,13.116,Medium,4000.0
Active,238.94,74.48,0.0364,17.44,9.71,1.87,15.517,High,47.5
Debris,1037.12,4.78,0.0226,1472.43,15.698,2.07,13.417,Medium,4000.0
Debris,819.53,82.69,0.0429,305.14,9.715,2.34,13.87,Medium,2195.0
Debris,763.4,42.93,0.0472,1824.55,6.716,2.29,13.459,Medium,4000.0
Debris,824.61,33.55,0.0169,1785.7,1.656,1.83,14.666,High,4000.0
Active,1064.43,53.55,0.0281,1308.15,11.01,2.18,13.833,High,4000.0
Debris,786.94,8.95,0.0048,1344.8,5.433,1.86,12.358,Medium,4000.0
Active,780.95,74.15,0.0101,11.67,12.303,2.5,11.728,High,87.4
Debris,1190.68,57.08,0.0207,1969.76,19.544,2.43,14.031,Medium,4000.0
Debris,956.73,18.29,0.0104,1755.79,2.235,1.81,13.446,Low,4000.0
Debris,642.29,18.45,0.0438,1790.32,4.25,2.4,11.48,High,4000.0
Debris,907.4,18.06,0.008,1318.83,9.467,2.44,12.978,Medium,4000.0
Debris,589.23,5.59,0.0228,690.23,19.373,2.05,13.574,High,2776.3
Active,428.88,57.6,0.0303,1787.4,15.438,2.3,15.134,Low,2660.5
Debris,796.85,82.35,0.0346,583.74,17.966,2.11,11.381,Low,1821.0
Active,1128.18,1.71,0.0192,1125.86,6.681,2.26,12.742,High,4000.0
Debris,1129.14,4.8,0.0435,200.36,19.841,2.04,15.113,Low,920.9
Active,541.91,56.13,0.0285,1843.99,2.066,2.03,14.242,High,4000.0
Active,727.68,80.31,0.022,282.4,1.069,2.1,12.45,High,4000.0
Active,411.64,32.02,0.0035,450.57,17.113,1.9,15.227,High,1388.7
Active,1195.63,34.26,0.0233,1116.71,18.546,2.38,13.466,Medium,4000.0
Active,1181.12,58.44,0.0411,1528.42,1.821,2.04,13.492,Medium,4000.0
Debris,849.51,26.87,0.0308,1239.08,2.277,2.08,15.883,High,4000.0
Debris,1004.41,2.61,0.0416,465.04,0.673,2.43,15.736,Medium,4000.0
Debris,915.1,72.05,0.0248,2.89,2.099,2.15,12.793,Medium,120.9
Active,793.16,61.31,0.006,1514.54,4.196,2.18,11.703,High,4000.0
Debris,253.35,56.91,0.0008,1970.43,19.402,2.47,12.628,Medium,1461.6
Active,654.76,72.69,0.0152,1620.02,13.361,2.42,11.152,High,4000.0
Debris,874.79,66.17,0.0349,920.95,15.573,1.92,11.104,Low,4000.0
Debris,877.53,20.18,0.0395,1807.63,15.525,2.13,12.978,Low,4000.0
Debris,573.12,34.54,0.0149,820.29,10.706,2.48,15.705,Medium,3173.8
Debris,1141.69,12.36,0.0248,1050.34,15.952,2.06,15.357,Low,4000.0
Debris,367.36,12.73,0.0211,954.78,11.92,2.06,13.557,Medium,2240.5
Debris,700.36,66.27,0.0206,895.8,6.298,1.94,13.826,Low,4000.0
Debris,890.88,84.14,0.0116,1550.61,11.227,1.88,11.03,High,4000.0
Debris,897.14,94.35,0.0069,1054.01,10.675,2.32,12.078,Low,4000.0
Debris,848.64,61.58,0.0099,634.12,16.471,2.34,11.124,Medium,2815.4
Debris,475.29,18.04,0.0029,517.06,19.635,2.48,14.773,Low,641.4
Active,356.21,10.35,0.01,76.46,8.227,2.34,11.728,Medium,219.9
Debris,835.94,79.66,0.0006,1166.81,15.27,1.97,15.345,Low,4000.0
Debris,799.3,56.72,0.0314,460.69,2.004,1.83,14.217,Low,4000.0
Debris,379.36,60.59,0.0159,297.12,15.539,2.49,12.147,Medium,461.4
Debris,905.14,76.58,0.0487,1308.01,7.435,2.04,11.789,Low,4000.0
Debris,655.17,68.92,0.0098,1362.74,0.797,2.02,14.138,Low,4000.0
Debris,867.76,81.78,0.0174,1504.56,7.271,2.43,15.504,Medium,4000.0
Debris,1037.37,5.51,0.018,1007.65,12.217,2.21,14.592,Low,4000.0
Debris,369.73,73.26,0.0005,1788.22,2.394,1.95,12.743,Medium,4000.0
Debris,219.14,83.38,0.042,1872.75,18.481,2.42,13.937,Low,924.5
Active,979.1,28.04,0.0017,1614.93,1.563,2.5,12.554,Low,4000.0
Active,809.7,62.76,0.047,1271.55,18.601,1.86,15.996,Medium,4000.0
Debris,899.64,30.79,0.0446,608.14,14.146,2.4,14.744,Low,2480.2
Debris,1038.15,93.88,0.0268,1965.91,6.601,2.07,14.072,High,4000.0
Debris,1002.81,3.28,0.0272,549.0,7.821,2.17,13.116,High,4000.0
Debris,1160.92,56.82,0.0327,406.11,14.819,2.44,14.091,Low,2166.2
Active,735.94,16.32,0.0194,884.87,12.033,2.48,12.708,High,4000.0
Debris,688.5,69.8,0.0324,114.62,13.436,1.98,11.144,Low,421.3
Debris,601.89,17.24,0.0023,1957.01,7.789,1.95,12.975,Low,4000.0
Debris,353.69,23.07,0.0028,1177.28,9.761,1.86,15.652,Low,2667.5
Active,772.61,48.45,0.0229,1114.35,19.797,2.19,14.132,Medium,3893.1
Debris,477.01,89.65,0.0275,1311.94,4.286,1.81,11.42,Medium,4000.0
Debris,1121.31,20.75,0.0444,994.55,8.363,2.09,15.425,Low,4000.0
Debris,783.19,14.14,0.0053,65.09,5.844,1.85,12.344,High,1392.3
Debris,792.84,74.38,0.0412,1225.01,15.305,2.08,12.219,Medium,4000.0
Debris,554.92,49.06,0.0106,1432.63,15.283,1.83,12.485,Low,3784.5
Debris,251.99,89.35,0.0198,834.08,5.856,2.38,13.886,Medium,2112.5
Debris,231.74,14.37,0.0159,1514.83,1.637,1.95,13.723,High,4000.0
Debris,623.34,63.3,0.0201,454.78,0.239,2.03,13.457,Low,4000.0
Debris,284.57,22.82,0.0076,443.33,8.555,2.41,14.588,Low,666.8
Debris,806.85,15.36,0.0252,323.67,8.213,2.32,12.583,Medium,2722.1
Debris,1080.97,66.98,0.0401,744.62,19.768,1.95,14.91,Medium,4000.0
Debris,1082.91,58.18,0.0221,1694.18,9.401,1.85,11.877,Medium,4000.0
Active,859.05,73.97,0.0246,1656.0,5.136,2.3,14.913,Low,4000.0
Debris,411.23,30.33,0.0425,766.27,17.826,2.07,14.319,Medium,1385.6
Debris,1063.0,43.9,0.0353,1178.65,9.826,2.34,14.416,Medium,4000.0
Debris,1086.09,39.74,0.0246,1441.91,11.988,2.11,13.408,Medium,4000.0
Debris,396.65,96.44,0.013,483.17,1.922,2.04,14.335,Low,4000.0
Active,937.43,28.64,0.0443,337.11,7.664,2.12,11.399,Medium,4000.0
Debris,486.52,28.89,0.0289,1944.22,18.885,2.32,15.258,Low,2763.1
Active,1002.64,34.75,0.0111,1235.5,11.794,2.43,11.278,Medium,4000.0
Debris,1197.24,55.33,0.0135,1962.85,6.897,1.83,11.744,High,4000.0
Debris,230.03,24.73,0.0402,676.17,12.517,2.17,13.884,Medium,780.5
Active,1097.37,89.7,0.0023,1406.36,18.209,1.82,14.697,Low,4000.0
Active,822.63,26.04,0.0496,445.98,5.487,2.13,11.381,Medium,4000.0
Active,1173.38,87.79,0.0066,523.14,10.107,2.42,15.604,High,4000.0
Active,665.01,10.14,0.0398,1024.29,19.174,2.05,15.868,Medium,3247.9
Debris,1047.39,64.34,0.0198,639.92,3.456,2.45,14.03,Medium,4000.0
Active,262.39,88.88,0.0247,336.08,14.396,2.24,13.406,Low,290.8
Debris,535.28,16.54,0.044,526.5,12.293,2.45,14.707,Medium,1643.2
Active,267.02,94.9,0.0207,72.46,13.597,2.33,12.642,Medium,87.1
Debris,1175.34,44.38,0.0269,1409.14,7.031,1.87,13.466,High,4000.0
Active,1016.97,92.68,0.0026,984.74,6.284,1.96,15.581,Medium,4000.0
Debris,1052.55,66.33,0.0002,189.39,13.687,2.08,15.778,Medium,1506.2
Debris,1137.97,29.56,0.0123,344.22,4.319,1.92,15.635,Medium,4000.0
Debris,285.1,18.45,0.0341,205.97,8.399,2.15,12.312,Low,354.5
Active,585.6,29.77,0.0062,1225.57,3.772,2.13,12.162,High,4000.0
Debris,271.03,9.12,0.0058,189.33,0.176,2.47,12.488,Medium,4000.0
Debris,410.79,14.1,0.0206,1508.81,19.401,2.1,13.207,High,3701.3
Debris,429.37,10.26,0.0324,42.0,8.64,2.35,12.571,Medium,146.0
Debris,669.11,41.45,0.0356,499.5,19.387,2.46,12.871,Low,986.9
Active,468.56,77.97,0.009,1781.44,2.815,2.41,14.103,Medium,4000.0
Debris,300.98,13.86,0.0041,1437.34,11.751,1.95,14.813,Low,2092.1
Active,367.49,12.77,0.047,146.86,4.027,2.15,14.678,Low,733.4
Debris,347.28,63.06,0.0131,1642.43,15.804,2.04,15.072,Low,2046.5
Debris,1173.08,19.32,0.0427,986.58,15.676,2.08,11.161,Medium,4000.0
Active,959.29,9.57,0.0432,1693.72,2.261,2.05,11.239,Medium,4000.0
Debris,1167.76,16.35,0.0386,1201.88,18.242,2.38,14.947,Low,4000.0
Debris,639.74,90.53,0.0085,1363.98,3.901,2.12,13.665,Medium,4000.0
Debris,478.37,80.5,0.0411,1987.01,12.263,2.17,13.891,Medium,4000.0
Active,998.29,34.7,0.0385,465.44,19.713,2.49,11.263,High,3006.1
Debris,526.25,64.27,0.0299,1248.27,17.649,1.84,12.277,Medium,3534.2
Active,499.38,52.65,0.0169,921.18,19.132,2.14,14.192,Medium,1932.4
Active,432.51,66.36,0.0132,79.86,6.859,2.34,15.296,Low,265.9
Debris,329.68,66.9,0.0062,29.93,2.12,1.91,15.585,Medium,370.0
Debris,456.46,61.62,0.0255,239.34,3.775,2.23,13.502,Medium,2172.6
Debris,555.32,26.08,0.0293,1298.53,10.015,1.97,13.727,High,4000.0
Debris,873.99,3.82,0.018,1134.76,15.867,2.41,15.165,Low,3957.1
Debris,262.56,44.65,0.0238,1107.31,3.012,2.03,13.688,Medium,4000.0
Debris,410.51,87.32,0.0182,64.68,13.198,2.03,13.584,Medium,160.7
Debris,1009.02,55.81,0.0321,939.14,6.478,2.22,15.525,Low,4000.0
Active,346.92,81.57,0.0451,1849.32,6.831,1.93,14.95,Medium,4000.0
